Rating,MovieId,Title,Director,LeadActor,Votes,CriticScore,IsAction,IsAdventure,IsAnimation,IsBiography,IsComedy,IsCrime,IsDrama,IsRomance,IsFantasy,IsHorror,IsMistery,IsHistory,IsFamily,IsSport,IsWar,IsWestern,IsSciFi,IsThriller
6.3,190,Trainwreck,Judd Apatow,Amy Schumer,106364,75,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7.2,191,The Light Between Oceans,Derek Cianfrance,Michael Fassbender,27382,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.6,192,Below Her Mouth,April Mullen,Erika Linder,1445,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.1,193,Spotlight,Tom McCarthy,Mark Ruffalo,268282,93,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
5.8,194,Morgan,Luke Scott,Kate Mara,22107,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
8.2,195,Warrior,Gavin O'Connor,Tom Hardy,355722,71,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.9,196,Captain America: The First Avenger,Joe Johnston,Chris Evans,547368,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.3,197,Hacker,Akan Satayev,Callan McAuliffe,3799,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
8.1,198,Into the Wild,Sean Penn,Emile Hirsch,459304,73,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.1,199,The Imitation Game,Morten Tyldum,Benedict Cumberbatch,532353,73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.3,200,Central Intelligence,Rawson Marshall Thurber,Dwayne Johnson,97082,52,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7.9,201,Edge of Tomorrow,Doug Liman,Tom Cruise,471815,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.5,202,A Cure for Wellness,Gore Verbinski,Dane DeHaan,12193,47,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
7.3,203,Snowden,Oliver Stone,Joseph Gordon-Levitt,79855,58,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7.9,204,Iron Man,Jon Favreau,Robert Downey Jr.,737719,79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.7,205,Allegiant,Robert Schwentke,Shailene Woodley,70504,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,206,X: First Class,Matthew Vaughn,James McAvoy,550011,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.5,207,Raw (II),Julia Ducournau,Garance Marillier,5435,81,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7.5,208,Paterson,Jim Jarmusch,Adam Driver,26089,90,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6.8,209,Bridesmaids,Paul Feig,Kristen Wiig,227912,75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6.7,210,The Girl with All the Gifts,Colm McCarthy,Gemma Arterton,23713,67,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6.1,211,San Andreas,Brad Peyton,Dwayne Johnson,161396,43,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.3,212,Spring Breakers,Harmony Korine,Vanessa Hudgens,114290,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.1,213,Transformers,Michael Bay,Shia LaBeouf,531112,61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.8,214,Old Boy,Spike Lee,Josh Brolin,54679,49,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,215,Thor: The Dark World,Alan Taylor,Chris Hemsworth,443584,54,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.5,216,Gods of Egypt,Alex Proyas,Brenton Thwaites,73568,25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.8,217,Captain America: The Winter Soldier,Anthony Russo,Chris Evans,542362,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.7,218,Monster Trucks,Chris Wedge,Lucas Till,7044,41,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,219,A Dark Song,Liam Gavin,Mark Huberman,1703,67,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7.7,220,Kick-Ass,Matthew Vaughn,Aaron Taylor-Johnson,456749,66,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,221,Hardcore Henry,Ilya Naishuller,Sharlto Copley,61098,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.1,222,Cars,John Lasseter,Owen Wilson,283445,73,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,223,It Follows,David Robert Mitchell,Maika Monroe,136399,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.8,224,The Girl with the Dragon Tattoo,David Fincher,Daniel Craig,348551,71,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,225,We're the Millers,Rawson Marshall Thurber,Jason Sudeikis,334867,44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,226,American Honey,Andrea Arnold,Sasha Lane,19660,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.1,227,The Lobster,Yorgos Lanthimos,Colin Farrell,121313,82,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6.4,228,Predators,Nimród Antal,Adrien Brody,179450,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,229,Maleficent,Robert Stromberg,Angelina Jolie,268877,56,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.8,230,Rupture,Steven Shainberg,Noomi Rapace,2382,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
8.2,231,Pan's Labyrinth,Guillermo del Toro,Ivana Baquero,498879,98,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
5.2,232,A Kind of Murder,Andy Goddard,Patrick Wilson,3305,50,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7.8,233,Apocalypto,Mel Gibson,Gerardo Taracena,247926,68,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.4,234,Mission: Impossible - Rogue Nation,Christopher McQuarrie,Tom Cruise,257472,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.1,235,The Huntsman: Winter's War,Cedric Nicolas-Troyan,Chris Hemsworth,66766,35,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,236,The Perks of Being a Wallflower,Stephen Chbosky,Logan Lerman,377336,67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.8,237,Jackie,Pablo Larraín,Natalie Portman,41446,81,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3.9,238,The Disappointments Room,D.J. Caruso,Kate Beckinsale,4895,31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8.1,239,The Grand Budapest Hotel,Wes Anderson,Ralph Fiennes,530881,88,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5.9,240,The Host,Andrew Niccol,Saoirse Ronan,96852,35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.6,241,Fury,David Ayer,Brad Pitt,332234,64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8.2,242,Inside Out,Pete Docter,Amy Poehler,416689,94,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,243,Rock Dog,Ash Brannon,Luke Wilson,1109,48,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,244,Terminator Genisys,Alan Taylor,Arnold Schwarzenegger,205365,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.9,245,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,Logan Lerman,148949,47,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.6,246,Les Misérables,Tom Hooper,Hugh Jackman,257426,63,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7.9,247,Children of Men,Alfonso Cuarón,Julianne Moore,382910,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
7.4,248,20th Century Women,Mike Mills,Annette Bening,14708,83,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.1,249,Spy,Paul Feig,Melissa McCarthy,188017,75,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8.6,250,The Intouchables,Olivier Nakache,François Cluzet,557965,57,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4.9,251,Bonjour Anne,Eleanor Coppola,Diane Lane,178,50,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7.3,252,Kynodontas,Yorgos Lanthimos,Christos Stergioglou,50946,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7.9,253,Straight Outta Compton,F. Gary Gray,O'Shea Jackson Jr.,139831,72,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6.7,254,The Amazing Spider-Man 2,Marc Webb,Andrew Garfield,342183,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.5,255,The Conjuring,James Wan,Patrick Wilson,330305,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7.8,256,The Hangover,Todd Phillips,Zach Galifianakis,611563,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,257,Battleship,Peter Berg,Alexander Skarsgård,210349,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.6,258,Rise of the Planet of the Apes,Rupert Wyatt,James Franco,422290,68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6.4,259,Lights Out,David F. Sandberg,Teresa Palmer,69823,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.1,260,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,Joseph Cedar,Richard Gere,664,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7.8,261,Birdman or (The Unexpected Virtue of Ignorance),Alejandro González Iñárritu,Michael Keaton,440299,88,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
8,262,Black Swan,Darren Aronofsky,Natalie Portman,581518,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.2,263,Dear White People,Justin Simien,Tyler James Williams,21715,79,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,264,Nymphomaniac: Vol. I,Lars von Trier,Charlotte Gainsbourg,90556,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,265,Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,Megan Fox,59312,40,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,266,Knock Knock,Eli Roth,Keanu Reeves,53441,53,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6,267,Dirty Grandpa,Dan Mazer,Robert De Niro,75137,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,268,Cloud Atlas,Tom Tykwer,Tom Hanks,298651,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6.7,269,X-Men Origins: Wolverine,Gavin Hood,Hugh Jackman,388447,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.7,270,Satanic,Jeffrey G. Hunt,Sarah Hyland,2384,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.8,271,Skyfall,Sam Mendes,Daniel Craig,547386,81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.9,272,The Hobbit: An Unexpected Journey,Peter Jackson,Martin Freeman,668651,58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.2,273,21 Jump Street,Phil Lord,Jonah Hill,432046,69,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,274,Sing Street,John Carney,Ferdia Walsh-Peelo,52144,79,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,275,Ballerina,Eric Summer,Elle Fanning,4729,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,276,Oblivion,Joseph Kosinski,Tom Cruise,410125,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,277,22 Jump Street,Phil Lord,Channing Tatum,280110,71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7.7,278,Zodiac,David Fincher,Jake Gyllenhaal,329683,78,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
7,279,Everybody Wants Some!!,Richard Linklater,Blake Jenner,36312,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,280,Iron Man Three,Shane Black,Robert Downey Jr.,591023,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.3,281,Now You See Me,Louis Leterrier,Jesse Eisenberg,492324,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7.6,282,Sherlock Holmes,Guy Ritchie,Robert Downey Jr.,501769,57,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.1,283,Death Proof,Quentin Tarantino,Kurt Russell,220236,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,284,The Danish Girl,Tom Hooper,Eddie Redmayne,110773,66,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6,285,Hercules,Brett Ratner,Dwayne Johnson,122838,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,286,Sucker Punch,Zack Snyder,Emily Browning,204874,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.8,287,Keeping Up with the Joneses,Greg Mottola,Zach Galifianakis,30405,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,288,Jupiter Ascending,Lana Wachowski,Channing Tatum,150121,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.8,289,Masterminds,Jared Hess,Zach Galifianakis,26508,47,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6.1,290,Iris,Jalil Lespert,Romain Duris,726,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.5,291,Busanhaeng,Sang-ho Yeon,Yoo Gong,58782,72,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7.2,292,Pitch Perfect,Jason Moore,Anna Kendrick,226631,66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5.7,293,Neighbors 2: Sorority Rising,Nicholas Stoller,Seth Rogen,76327,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,294,The Exception,David Leveaux,Lily James,96,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.1,295,Man of Steel,Zack Snyder,Henry Cavill,577010,55,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.6,296,The Choice,Ross Katz,Benjamin Walker,20514,26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.7,297,Ice Age: Collision Course,Mike Thurmeier,Ray Romano,34523,34,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,298,The Devil Wears Prada,David Frankel,Anne Hathaway,302268,62,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.1,299,The Infiltrator,Brad Furman,Bryan Cranston,43929,66,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8.1,300,There Will Be Blood,Paul Thomas Anderson,Daniel Day-Lewis,400682,92,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7.2,301,The Equalizer,Antoine Fuqua,Denzel Washington,249425,57,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7.5,302,Lone Survivor,Peter Berg,Mark Wahlberg,218996,60,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,303,The Cabin in the Woods,Drew Goddard,Kristen Connolly,295554,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.5,304,The House Bunny,Fred Wolf,Anna Faris,67033,55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6.4,305,She's Out of My League,Jim Field Smith,Jay Baruchel,105619,46,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6.7,306,Inherent Vice,Paul Thomas Anderson,Joaquin Phoenix,69509,81,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6.2,307,Alice Through the Looking Glass,James Bobin,Mia Wasikowska,57207,34,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5.5,308,Vincent N Roxxy,Gary Michael Schultz,Emile Hirsch,403,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6,309,The Fast and the Furious: Tokyo Drift,Justin Lin,Lucas Black,193479,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6.1,310,How to Be Single,Christian Ditter,Dakota Johnson,59886,51,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.7,311,The Blind Side,John Lee Hancock,Quinton Aaron,237221,53,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7.8,312,La vie d'Adèle,Abdellatif Kechiche,Léa Seydoux,103150,88,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.8,313,The Babadook,Jennifer Kent,Essie Davis,132580,86,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7.4,314,The Hobbit: The Battle of the Five Armies,Peter Jackson,Ian McKellen,385598,59,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.5,315,Harry Potter and the Order of the Phoenix,David Yates,Daniel Radcliffe,385325,71,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,316,Snowpiercer,Bong Joon Ho,Chris Evans,199048,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5.2,317,The 5th Wave,J Blakeson,Chloë Grace Moretz,73093,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.3,318,The Stakelander,Dan Berk,Connor Paolo,1263,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.2,319,The Visit,M. Night Shyamalan,Olivia DeJonge,81429,55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7.3,320,Fast Five,Justin Lin,Vin Diesel,300803,66,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6.5,321,Step Up,Anne Fletcher,Channing Tatum,95960,48,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.4,322,Lovesong,So Yong Kim,Riley Keough,616,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.3,323,RocknRolla,Guy Ritchie,Gerard Butler,203096,53,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6.7,324,In Time,Andrew Niccol,Justin Timberlake,319025,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7.7,325,The Social Network,David Fincher,Jesse Eisenberg,510100,95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,326,The Last Witch Hunter,Breck Eisner,Vin Diesel,71149,34,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,327,Victor Frankenstein,Paul McGuigan,Daniel Radcliffe,37975,36,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7.4,328,A Street Cat Named Bob,Roger Spottiswoode,Luke Treadaway,12643,54,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,329,Green Room,Jeremy Saulnier,Anton Yelchin,62885,79,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5.4,330,Blackhat,Michael Mann,Chris Hemsworth,43085,51,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.9,331,Storks,Nicholas Stoller,Andy Samberg,34248,56,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,332,American Sniper,Clint Eastwood,Bradley Cooper,353305,72,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,333,Dallas Buyers Club,Jean-Marc Vallée,Matthew McConaughey,352801,84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.4,334,Lincoln,Steven Spielberg,Daniel Day-Lewis,207497,86,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8.1,335,Rush,Ron Howard,Daniel Brühl,339722,75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.1,336,Before I Wake,Mike Flanagan,Kate Bosworth,18201,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
7.8,337,Silver Linings Playbook,David O. Russell,Bradley Cooper,564364,81,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5.9,338,Tracktown,Alexi Pappas,Alexi Pappas,115,64,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7.8,339,The Fault in Our Stars,Josh Boone,Shailene Woodley,271301,69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.5,340,Blended,Frank Coraci,Adam Sandler,93764,31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6.6,341,Fast & Furious,Justin Lin,Vin Diesel,217464,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7.4,342,Looper,Rian Johnson,Joseph Gordon-Levitt,452369,84,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.4,343,White House Down,Roland Emmerich,Channing Tatum,173320,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.8,344,Pete's Dragon,David Lowery,Bryce Dallas Howard,36322,71,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6.2,345,Spider-Man 3,Sam Raimi,Tobey Maguire,406219,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,346,The Three Musketeers,Paul W.S. Anderson,Logan Lerman,92329,35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.7,347,Stardust,Matthew Vaughn,Charlie Cox,220664,66,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.3,348,American Hustle,David O. Russell,Christian Bale,379088,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.1,349,Jennifer's Body,Karyn Kusama,Megan Fox,96617,47,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7.7,350,Midnight in Paris,Woody Allen,Owen Wilson,320323,81,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
7.3,351,Lady Macbeth,William Oldroyd,Florence Pugh,1396,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.6,352,Joy,David O. Russell,Jennifer Lawrence,97679,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.1,353,The Dressmaker,Jocelyn Moorhouse,Kate Winslet,33352,47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.7,354,Café Society,Woody Allen,Jesse Eisenberg,45579,64,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6.3,355,Insurgent,Robert Schwentke,Shailene Woodley,171970,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5.5,356,Seventh Son,Sergei Bodrov,Ben Barnes,59958,30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.4,357,Demain tout commence,Hugo Gélin,Omar Sy,5496,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.7,358,The Theory of Everything,James Marsh,Eddie Redmayne,299718,72,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.6,359,This Is the End,Evan Goldberg,James Franco,327838,67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7.8,360,About Time,Richard Curtis,Domhnall Gleeson,221600,55,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
6.9,361,Step Brothers,Adam McKay,Will Ferrell,223065,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,362,Clown,Jon Watts,Andy Powers,14248,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7.8,363,Star Trek Into Darkness,J.J. Abrams,Chris Pine,417663,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.7,364,Zombieland,Ruben Fleischer,Jesse Eisenberg,409403,73,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6.3,365,"Hail, Caesar!",Ethan Coen,Josh Brolin,89059,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,366,Slumdog Millionaire,Danny Boyle,Dev Patel,677044,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.5,367,The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,Kristen Stewart,194329,52,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6.9,368,American Wrestler: The Wizard,Alex Ranarivelo,William Fichtner,286,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7,369,The Amazing Spider-Man,Marc Webb,Andrew Garfield,474320,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,370,Ben-Hur,Timur Bekmambetov,Jack Huston,28326,38,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,371,Sleight,J.D. Dillard,Jacob Latimore,702,62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6.8,372,The Maze Runner,Wes Ball,Dylan O'Brien,335531,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.3,373,Criminal,Ariel Vromen,Kevin Costner,38430,36,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.7,374,Wanted,Timur Bekmambetov,Angelina Jolie,312495,64,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6.9,375,Florence Foster Jenkins,Stephen Frears,Meryl Streep,31776,71,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5.7,376,Collide,Eran Creevy,Nicholas Hoult,7583,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6.9,377,Black Mass,Scott Cooper,Johnny Depp,135706,68,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.6,378,Creed,Ryan Coogler,Michael B. Jordan,175673,82,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7.1,379,Swiss Army Man,Dan Kwan,Paul Dano,61812,64,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.1,380,The Expendables 3,Patrick Hughes,Sylvester Stallone,137568,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
